date_time,category,account,amount,currency,tags
2025-10-04 00:00:00,Job,acct_1,38,BYN,tag_2
2025-10-04 00:00:00,Job,acct_1,45,BYN,tag_3
2025-10-04 00:00:00,Gift,acct_2,7,BYN,tag_5
2025-09-30 00:00:00,Job,acct_1,31,BYN,tag_1
2025-09-28 00:00:00,Job,acct_1,93,BYN,tag_7
2025-09-28 00:00:00,Second work,acct_2,71,BYN,2th_work
2025-09-28 00:00:00,Second work,acct_1,117,BYN,2th_work
2025-09-27 00:00:00,Gift,acct_1,1140,BYN,tag_5
2025-09-27 00:00:00,Job,acct_1,49,BYN,tag_2
2025-09-27 00:00:00,Job,acct_1,36,BYN,tag_1
2025-09-27 00:00:00,Job,acct_1,20,BYN,tag_3
2025-09-27 00:00:00,Cashback,acct_1,7,BYN,tag_5
2025-09-27 00:00:00,Gift,acct_2,58,BYN,tag_5
2025-09-25 00:00:00,Gift,acct_1,79,BYN,tag_5
2025-09-25 00:00:00,Gift,acct_1,678,BYN,tag_5
2025-09-24 00:00:00,Job,acct_1,60,BYN,tag_4
2025-09-24 00:00:00,Job,acct_1,53,BYN,tag_6
2025-09-23 00:00:00,Job,acct_1,17,BYN,tag_1
2025-09-23 00:00:00,Gift,acct_1,1506,BYN,tag_5
2025-09-21 00:00:00,Second work,acct_2,34,BYN,tag_5
2025-09-21 00:00:00,Job,acct_1,77,BYN,tag_4
2025-09-20 00:00:00,Second work,acct_1,88,BYN,2th_work
2025-09-20 00:00:00,Job,acct_1,50,BYN,tag_2
2025-09-20 00:00:00,Job,acct_1,16,BYN,tag_1
2025-09-17 00:00:00,Job,acct_1,28,BYN,tag_1
2025-09-15 00:00:00,Second work,acct_2,279,BYN,2th_work
2025-09-14 00:00:00,Second work,acct_1,15,BYN,tag_5
2025-09-14 00:00:00,Job,acct_1,76,BYN,tag_7
2025-09-13 00:00:00,Job,acct_1,39,BYN,tag_1
2025-09-13 00:00:00,Job,acct_1,39,BYN,tag_2
2025-09-13 00:00:00,Job,acct_1,46,BYN,tag_3
2025-09-12 00:00:00,Second work,acct_1,83,BYN,tag_5
2025-09-11 00:00:00,Second work,acct_1,8,BYN,tag_5
2025-09-11 00:00:00,Debt return / Borrowed money,acct_1,223,BYN,tag_5
2025-09-11 00:00:00,Gift,acct_3,28,BYN,tag_5
2025-09-09 00:00:00,Second work,acct_1,85,BYN,2th_work
2025-09-09 00:00:00,Job,acct_1,13,BYN,tag_1
2025-09-07 00:00:00,Job,acct_1,64,BYN,tag_6
2025-09-06 00:00:00,Job,acct_1,34,BYN,tag_2
2025-09-06 00:00:00,Job,acct_1,28,BYN,tag_1
2025-09-06 00:00:00,Job,acct_1,49,BYN,tag_3
2025-09-04 00:00:00,Second work,acct_1,47,BYN,tag_5
2025-09-03 00:00:00,Job,acct_1,20,BYN,tag_1
2025-09-01 00:00:00,Second work,acct_1,246,BYN,2th_work
2025-08-30 00:00:00,Second work,acct_1,102,BYN,2th_work
2025-08-30 00:00:00,Gift,acct_1,10,BYN,tag_5
2025-08-29 00:00:00,Job,acct_2,22,BYN,tag_8
2025-08-28 00:00:00,Second work,acct_2,52,BYN,tag_5
2025-08-28 00:00:00,Second work,acct_1,250,BYN,2th_work
2025-08-27 00:00:00,Job,acct_2,50,BYN,tag_8
2025-08-26 00:00:00,Job,acct_1,31,BYN,tag_2
2025-08-26 00:00:00,Job,acct_1,18,BYN,tag_1
2025-08-25 00:00:00,Job,acct_1,38,BYN,tag_8
2025-08-25 00:00:00,Job,acct_1,29,BYN,tag_3
2025-08-22 00:00:00,Second work,acct_1,167,BYN,2th_work
2025-08-22 00:00:00,Job,acct_1,43,BYN,tag_1
2025-08-22 00:00:00,Job,acct_2,43,BYN,tag_8
2025-08-22 00:00:00,Job,acct_1,11,BYN,tag_2
2025-08-22 00:00:00,Job,acct_2,43,BYN,tag_8
2025-08-21 00:00:00,Gift,acct_1,7,BYN,tag_5
2025-08-20 00:00:00,Job,acct_2,27,BYN,tag_8
2025-08-20 00:00:00,Job,acct_1,28,BYN,tag_1
2025-08-18 00:00:00,Job,acct_1,53,BYN,tag_3
2025-08-18 00:00:00,Deposit interest,acct_4,58,BYN,tag_5
2025-08-16 00:00:00,Second work,acct_1,308,BYN,2th_work
2025-08-15 00:00:00,Job,acct_1,19,BYN,tag_8
2025-08-15 00:00:00,Job,acct_1,50,BYN,tag_1
2025-08-15 00:00:00,Job,acct_1,18,BYN,tag_2
2025-08-14 00:00:00,Second work,acct_1,65,BYN,2th_work
2025-08-14 00:00:00,Second work,acct_1,224,BYN,2th_work
2025-08-13 00:00:00,Job,acct_1,29,BYN,tag_8
2025-08-12 00:00:00,Job,acct_1,42,BYN,tag_1
2025-08-11 00:00:00,Job,acct_1,18,BYN,tag_8
2025-08-10 00:00:00,Debt return / Borrowed money,acct_1,50,BYN,tag_5
2025-08-08 00:00:00,Job,acct_1,26,BYN,tag_2
2025-08-08 00:00:00,Job,acct_1,43,BYN,tag_1
2025-08-05 00:00:00,Job,acct_1,15,BYN,tag_1
2025-08-04 00:00:00,Job,acct_1,36,BYN,tag_8
2025-08-04 00:00:00,Job,acct_1,13,BYN,tag_3
2025-08-03 00:00:00,Second work,acct_1,117,BYN,2th_work
2025-08-02 00:00:00,Second work,acct_1,161,BYN,2th_work
2025-08-01 00:00:00,Job,acct_1,37,BYN,tag_2
2025-08-01 00:00:00,Job,acct_1,49,BYN,tag_8
2025-07-30 00:00:00,Job,acct_1,49,BYN,tag_8
2025-07-29 00:00:00,Cashback,acct_2,59,BYN,tag_5
2025-07-27 00:00:00,Second work,acct_1,73,BYN,2th_work
2025-07-22 00:00:00,Job,acct_1,28,BYN,tag_1
2025-07-21 00:00:00,Gift,acct_1,22,BYN,tag_5
2025-07-21 00:00:00,Job,acct_1,24,BYN,tag_8
2025-07-20 00:00:00,Second work,acct_1,219,BYN,2th_work
2025-07-19 00:00:00,Second work,acct_1,76,BYN,2th_work
2025-07-18 00:00:00,Job,acct_1,22,BYN,tag_1
2025-07-18 00:00:00,Job,acct_1,17,BYN,tag_2
2025-07-16 00:00:00,Job,acct_1,30,BYN,tag_1
2025-07-16 00:00:00,Second work,acct_1,55,BYN,2th_work
2025-07-15 00:00:00,Job,acct_1,49,BYN,tag_8
2025-07-11 00:00:00,Job,acct_1,28,BYN,tag_2
2025-07-10 00:00:00,Second work,acct_1,108,BYN,2th_work
2025-07-09 00:00:00,Job,acct_2,43,BYN,tag_8
2025-07-07 00:00:00,Job,acct_2,36,BYN,tag_8
2025-07-07 00:00:00,Debt return / Borrowed money,acct_2,8,BYN,tag_5
2025-07-06 00:00:00,Second work,acct_1,6,BYN,tag_5
2025-07-06 00:00:00,Second work,acct_1,322,BYN,2th_work
2025-07-04 00:00:00,Job,acct_1,47,BYN,tag_8
2025-07-04 00:00:00,Gift,acct_1,21,BYN,tag_5
2025-07-02 00:00:00,Job,acct_1,28,BYN,tag_8
2025-07-02 00:00:00,Job,acct_1,30,BYN,tag_2
2025-07-02 00:00:00,Job,acct_1,25,BYN,tag_1
2025-07-01 00:00:00,Second work,acct_1,276,BYN,2th_work
2025-07-01 00:00:00,Second work,acct_1,266,BYN,2th_work
2025-06-30 00:00:00,Job,acct_1,41,BYN,tag_8
2025-06-30 00:00:00,Job,acct_1,31,BYN,tag_1
2025-06-30 00:00:00,Job,acct_1,44,BYN,tag_8
2025-06-27 00:00:00,Job,acct_1,43,BYN,tag_8
2025-06-27 00:00:00,Job,acct_1,33,BYN,tag_2
2025-06-27 00:00:00,Job,acct_1,21,BYN,tag_1
2025-06-26 00:00:00,Second work,acct_1,137,BYN,2th_work
2025-06-25 00:00:00,Job,acct_1,13,BYN,tag_8
2025-06-25 00:00:00,Job,acct_1,25,BYN,tag_1
2025-06-23 00:00:00,Job,acct_1,35,BYN,tag_3
2025-06-22 00:00:00,Gift,acct_1,8,BYN,tag_5
2025-06-22 00:00:00,Gift,acct_1,8,BYN,tag_5
2025-06-20 00:00:00,Job,acct_1,33,BYN,tag_8
2025-06-20 00:00:00,Job,acct_1,12,BYN,tag_2
2025-06-20 00:00:00,Job,acct_1,14,BYN,tag_1
2025-06-19 00:00:00,Debt return / Borrowed money,acct_1,32,BYN,tag_5
2025-06-19 00:00:00,Job,acct_1,19,BYN,tag_6
2025-06-18 00:00:00,Job,acct_1,45,BYN,tag_8
2025-06-17 00:00:00,Second work,acct_1,277,BYN,2th_work
2025-06-17 00:00:00,Job,acct_1,27,BYN,tag_6
2025-06-17 00:00:00,Job,acct_1,16,BYN,tag_1
2025-06-16 00:00:00,Job,acct_1,39,BYN,tag_3
2025-06-15 00:00:00,Second work,acct_1,148,BYN,2th_work
2025-06-13 00:00:00,Job,acct_1,25,BYN,tag_8
2025-06-13 00:00:00,Job,acct_1,17,BYN,tag_2
2025-06-13 00:00:00,Job,acct_1,39,BYN,tag_1
2025-06-12 00:00:00,Second work,acct_1,135,BYN,2th_work
2025-06-12 00:00:00,Job,acct_1,38,BYN,tag_6
2025-06-11 00:00:00,Job,acct_1,50,BYN,tag_8
2025-06-10 00:00:00,Job,acct_1,49,BYN,tag_6
2025-06-10 00:00:00,Job,acct_1,12,BYN,tag_1
2025-06-09 00:00:00,Second work,acct_1,57,BYN,2th_work
2025-06-09 00:00:00,Second work,acct_1,60,BYN,2th_work
2025-06-09 00:00:00,Job,acct_1,20,BYN,tag_3
2025-06-07 00:00:00,Second work,acct_1,274,BYN,2th_work
2025-06-06 00:00:00,Job,acct_1,24,BYN,tag_2
2025-06-06 00:00:00,Job,acct_1,49,BYN,tag_1
2025-06-05 00:00:00,Job,acct_1,55,BYN,tag_6
2025-06-03 00:00:00,Job,acct_1,31,BYN,tag_1
2025-06-02 00:00:00,Job,acct_1,49,BYN,tag_6
2025-06-02 00:00:00,Job,acct_1,48,BYN,tag_3
2025-06-02 00:00:00,Gift,acct_1,102,BYN,tag_5
2025-05-31 00:00:00,Job,acct_1,272,BYN,2th_work
2025-05-26 00:00:00,Job,acct_1,17,BYN,tag_5
2025-05-26 00:00:00,Job,acct_1,59,BYN,tag_5
2025-05-25 00:00:00,Gift,acct_2,17,BYN,tag_5
2025-05-23 00:00:00,Job,acct_2,56,BYN,tag_5
2025-05-22 00:00:00,Second work,acct_1,102,BYN,2th_work
2025-05-21 00:00:00,Job,acct_1,20,BYN,tag_5
2025-05-20 00:00:00,Job,acct_1,10,BYN,tag_5
2025-05-19 00:00:00,Job,acct_1,15,BYN,tag_5
2025-05-16 00:00:00,Job,acct_1,83,BYN,tag_5
2025-05-16 00:00:00,Cashback,acct_1,24,BYN,tag_5
2025-05-15 00:00:00,Second work,acct_1,193,BYN,2th_work
2025-05-14 00:00:00,Cashback,acct_1,16,BYN,tag_5
2025-05-13 00:00:00,Job,acct_1,8,BYN,tag_5
2025-05-09 00:00:00,Other,acct_1,908,BYN,tag_5
2025-05-08 00:00:00,Job,acct_1,47,BYN,tag_5
2025-05-07 00:00:00,Job,acct_1,22,BYN,tag_5
2025-05-06 00:00:00,Cashback,acct_1,2,BYN,tag_5
2025-05-06 00:00:00,Job,acct_1,17,BYN,tag_5
2025-05-06 00:00:00,Job,acct_1,24,BYN,tag_5
2025-05-03 00:00:00,Gift,acct_2,78,BYN,tag_5
2025-05-02 00:00:00,Cashback,acct_3,5,BYN,tag_5
2025-05-01 00:00:00,Job,acct_1,15,BYN,tag_5
2025-04-30 00:00:00,Job,acct_1,42,BYN,tag_5
2025-04-26 00:00:00,Second work,acct_1,43,BYN,2th_work
2025-04-25 00:00:00,Job,acct_1,20,BYN,tag_5
2025-04-25 00:00:00,Second work,acct_1,115,BYN,2th_work
2025-04-23 00:00:00,Job,acct_1,79,BYN,tag_5
2025-04-22 00:00:00,Job,acct_1,22,BYN,tag_5
2025-04-21 00:00:00,Job,acct_1,24,BYN,tag_5
2025-04-18 00:00:00,Job,acct_1,67,BYN,tag_5
2025-04-16 00:00:00,Second work,acct_1,182,BYN,2th_work
2025-04-16 00:00:00,Job,acct_1,19,BYN,tag_5
2025-04-15 00:00:00,Job,acct_1,13,BYN,tag_5
2025-04-15 00:00:00,Job,acct_1,13,BYN,tag_5
2025-04-14 00:00:00,Job,acct_1,39,BYN,tag_5
2025-04-14 00:00:00,Job,acct_1,13,BYN,tag_5
2025-04-09 00:00:00,Job,acct_1,16,BYN,tag_5
2025-04-08 00:00:00,Gift,acct_2,6,BYN,tag_5
2025-04-08 00:00:00,Second work,acct_1,59,BYN,tag_5
2025-04-08 00:00:00,Job,acct_1,19,BYN,tag_5
2025-04-08 00:00:00,Second work,acct_1,178,BYN,2th_work
2025-04-07 00:00:00,Job,acct_1,97,BYN,tag_5
2025-04-07 00:00:00,Job,acct_1,14,BYN,tag_5
2025-04-04 00:00:00,Debt return / Borrowed money,acct_1,243,BYN,tag_5
2025-04-02 00:00:00,Second work,acct_1,81,BYN,2th_work
2025-04-02 00:00:00,Job,acct_1,20,BYN,tag_5
2025-04-01 00:00:00,Job,acct_1,12,BYN,tag_5
2025-03-31 00:00:00,Job,acct_1,86,BYN,tag_5
2025-03-31 00:00:00,Job,acct_1,81,BYN,tag_5
2025-03-31 00:00:00,Other,acct_1,4,BYN,tag_5
2025-03-28 00:00:00,Job,acct_1,24,BYN,tag_5
2025-03-28 00:00:00,Job,acct_1,18,BYN,tag_5
2025-03-28 00:00:00,Gift,acct_1,6,BYN,tag_5
2025-03-28 00:00:00,Other,acct_1,28,BYN,tag_5
2025-03-26 00:00:00,Gift,acct_1,20,BYN,tag_5
2025-03-24 00:00:00,Second work,acct_1,460,BYN,2th_work
2025-03-23 00:00:00,Second work,acct_1,72,BYN,2th_work
2025-03-23 00:00:00,Second work,acct_1,320,BYN,2th_work
2025-03-21 00:00:00,Debt return / Borrowed money,acct_1,460,BYN,tag_5
2025-03-21 00:00:00,Debt return / Borrowed money,acct_3,3,BYN,tag_5
2025-03-19 00:00:00,Gift,acct_1,3,BYN,tag_5
2025-03-18 00:00:00,Job,acct_1,13,BYN,tag_5
2025-03-18 00:00:00,Other,acct_1,25,BYN,tag_5
2025-03-17 00:00:00,Job,acct_1,73,BYN,tag_5
2025-03-16 00:00:00,Cashback,acct_2,7,BYN,tag_5
2025-03-15 00:00:00,Other,acct_1,14,BYN,tag_5
2025-03-14 00:00:00,Other,acct_1,53,BYN,tag_5
2025-03-13 00:00:00,Job,acct_1,41,BYN,tag_5
2025-03-11 00:00:00,Job,acct_1,28,BYN,tag_5
2025-03-10 00:00:00,Job,acct_1,164,BYN,tag_5
2025-03-10 00:00:00,Job,acct_1,44,BYN,tag_5
2025-03-09 00:00:00,Other,acct_2,146,BYN,tag_5
2025-03-07 00:00:00,Job,acct_1,45,BYN,tag_5
2025-03-06 00:00:00,Job,acct_1,40,BYN,tag_5
2025-03-05 00:00:00,Debt return / Borrowed money,acct_1,304,BYN,tag_5
2025-03-05 00:00:00,Job,acct_1,32,BYN,tag_5
2025-03-04 00:00:00,Job,acct_1,24,BYN,tag_5
2025-03-03 00:00:00,Other,acct_1,417,BYN,tag_5
2025-03-03 00:00:00,Job,acct_1,37,BYN,tag_5
2025-02-28 00:00:00,Second work,acct_1,230,BYN,2th_work
2025-02-28 00:00:00,Job,acct_1,28,BYN,tag_5
2025-02-27 00:00:00,Job,acct_1,40,BYN,tag_5
2025-02-25 00:00:00,Job,acct_1,16,BYN,tag_5
2025-02-25 00:00:00,Gift,acct_3,13,BYN,tag_5
2025-02-24 00:00:00,Other,acct_1,53,BYN,tag_5
2025-02-24 00:00:00,Job,acct_1,55,BYN,tag_5
2025-02-24 00:00:00,Job,acct_1,35,BYN,tag_5
2025-02-21 00:00:00,Second work,acct_1,272,BYN,2th_work
2025-02-21 00:00:00,Job,acct_1,42,BYN,tag_5
2025-02-21 00:00:00,Gift,acct_1,69,BYN,tag_5
2025-02-20 00:00:00,Job,acct_1,40,BYN,tag_5
2025-02-19 00:00:00,Job,acct_1,51,BYN,tag_5
2025-02-17 00:00:00,Job,acct_1,28,BYN,tag_5
2025-02-17 00:00:00,Job,acct_1,23,BYN,tag_5
2025-02-14 00:00:00,Job,acct_1,50,BYN,tag_5
2025-02-14 00:00:00,Other,acct_3,2,BYN,tag_5
2025-02-13 00:00:00,Job,acct_1,17,BYN,tag_5
2025-02-12 00:00:00,Job,acct_1,30,BYN,tag_5
2025-02-11 00:00:00,Job,acct_1,12,BYN,tag_5
2025-02-10 00:00:00,Job,acct_1,38,BYN,tag_5
2025-02-07 00:00:00,Job,acct_1,53,BYN,tag_5
2025-02-07 00:00:00,Other,acct_1,5,BYN,tag_5
2025-02-06 00:00:00,Other,acct_1,106,BYN,tag_5
2025-02-06 00:00:00,Job,acct_1,36,BYN,tag_5
2025-02-05 00:00:00,Other,acct_1,73,BYN,tag_5
2025-02-05 00:00:00,Job,acct_1,28,BYN,tag_5
2025-02-04 00:00:00,Job,acct_1,35,BYN,tag_5
2025-02-04 00:00:00,Job,acct_1,33,BYN,tag_5
2025-02-03 00:00:00,Job,acct_1,11,BYN,tag_5
2025-02-03 00:00:00,Job,acct_1,32,BYN,tag_5
2025-02-02 00:00:00,Gift,acct_1,35,BYN,tag_5
2025-02-01 00:00:00,Other,acct_1,56,BYN,tag_5
2025-01-31 00:00:00,Job,acct_1,28,BYN,tag_5
2025-01-30 00:00:00,Other,acct_1,72,BYN,tag_5
2025-01-30 00:00:00,Second work,acct_1,208,BYN,2th_work
2025-01-28 00:00:00,Job,acct_5,31,BYN,tag_5
2025-01-27 00:00:00,Job,acct_5,43,BYN,tag_5
2025-01-27 00:00:00,Job,acct_5,31,BYN,tag_5
2025-01-25 00:00:00,Other,acct_1,172,BYN,tag_5
2025-01-24 00:00:00,Cashback,acct_1,2,BYN,tag_5
2025-01-24 00:00:00,Job,acct_5,22,BYN,tag_5
2025-01-24 00:00:00,Other,acct_1,145,BYN,tag_5
2025-01-23 00:00:00,Job,acct_5,44,BYN,tag_5
2025-01-21 00:00:00,Job,acct_1,15,BYN,tag_5
2025-01-20 00:00:00,Job,acct_1,39,BYN,tag_5
2025-01-20 00:00:00,Job,acct_1,36,BYN,tag_5
2025-01-18 00:00:00,Other,acct_1,30,BYN,tag_5
2025-01-17 00:00:00,Job,acct_1,51,BYN,tag_5
2025-01-16 00:00:00,Job,acct_1,32,BYN,tag_5
2025-01-15 00:00:00,Second work,acct_1,89,BYN,2th_work
2025-01-15 00:00:00,Job,acct_1,14,BYN,tag_5
2025-01-15 00:00:00,Job,acct_1,36,BYN,tag_5
2025-01-13 00:00:00,Job,acct_1,34,BYN,tag_5
2025-01-11 00:00:00,Other,acct_1,68,BYN,tag_5
2025-01-11 00:00:00,Cashback,acct_1,4,BYN,tag_5
2025-01-10 00:00:00,Cashback,acct_2,41,BYN,tag_5
2025-01-10 00:00:00,Other,acct_2,27,BYN,tag_5
2025-01-10 00:00:00,Other,acct_1,74,BYN,tag_5
2025-01-09 00:00:00,Other,acct_2,213,BYN,tag_5
2025-01-09 00:00:00,Job,acct_1,16,BYN,tag_5
2025-01-07 00:00:00,Cashback,acct_1,7,BYN,tag_5
2025-01-05 00:00:00,Second work,acct_1,78,BYN,2th_work
2025-01-04 00:00:00,Gift,acct_1,51,BYN,tag_5
2025-01-04 00:00:00,Gift,acct_1,77,BYN,tag_5
2025-01-03 00:00:00,Job,acct_1,34,BYN,tag_5
